No. Orden de Trabajo,Fecha,Codigo de Equipo,Descripción de Equipo,Breve Descripción,Tipo Orden de Trabajo,Tiempo Muerto / Downtime,Abierto / Historico,Estado,Horas reales,Usuario Editor,Est. Horas,No. Tarea
6381,45643,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6382,45643,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6325,2024-12-16 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,FELIPERI99,0.59,ISP-1S-00
6326,45642,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,FELIPERI99,0.59,ISP-1S-00
6327,45642,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,FELIPERI99,0.59,ISP-1S-00
6294,2024-12-15 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
6295,45641,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
6296,45641,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
6283,2024-12-14 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6284,45640,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6285,45640,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6266,2024-12-13 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6267,45639,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6268,45639,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6252,2024-12-12 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6253,45638,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6254,45638,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
6211,2024-12-11 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6212,45637,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6213,45637,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6193,2024-12-10 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.2,MARCELOC94,0.3,ISP-1D-00
6194,45636,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6195,45636,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6184,2024-12-09 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
6185,45635,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
6186,45635,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
6105,2024-12-08 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.61,MARCELOC94,0.61,ISP-1M-22
6106,45634,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.61,MARCELOC94,0.61,ISP-1M-22
6107,45634,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6094,2024-12-07 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6095,45633,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6096,45633,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
6072,2024-12-06 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
6073,45632,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
6074,45632,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
6056,2024-12-05 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.0,DANIELMU95,0.3,ISP-1D-00
6057,45631,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.0,DANIELMU95,0.3,ISP-1D-00
6058,45631,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.0,DANIELMU95,0.3,ISP-1D-00
6011,2024-12-04 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
6012,45630,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
6013,45630,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5989,2024-12-03 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5990,45629,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5991,45629,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5936,2024-12-02 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.6,ORLANDOM99,0.59,ISP-1S-00
5937,45628,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.6,ORLANDOM99,0.59,ISP-1S-00
5938,45628,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.6,ORLANDOM99,0.59,ISP-1S-00
5902,2024-12-01 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5903,45627,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5904,45627,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5880,2024-11-30 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.2,DANIELMU95,0.3,ISP-1D-00
5881,45626,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5882,45626,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5856,2024-11-29 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5857,45625,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5858,45625,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5838,2024-11-28 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5839,45624,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5840,45624,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5821,2024-11-27 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5822,45623,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5823,45623,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5799,2024-11-26 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5800,45622,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5801,45622,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5744,2024-11-25 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5745,45621,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5746,45621,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5710,2024-11-24 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5711,45620,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5712,45620,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5699,2024-11-23 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5700,45619,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5701,45619,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5680,2024-11-22 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5681,45618,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5682,45618,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5660,2024-11-21 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5661,45617,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5662,45617,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
5643,2024-11-20 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5644,45616,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5645,45616,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5624,2024-11-19 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5625,45615,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5626,45615,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5579,2024-11-18 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,EDUARDOF98,0.59,ISP-1S-00
5580,45614,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,EDUARDOF98,0.59,ISP-1S-00
5581,45614,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,EDUARDOF98,0.59,ISP-1S-00
5558,2024-11-17 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5559,45613,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5560,45613,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5547,2024-11-16 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5548,45612,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5549,45612,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5521,2024-11-15 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5522,45611,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5523,45611,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5499,2024-11-14 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5500,45610,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5501,45610,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
5485,2024-11-13 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5486,45609,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5487,45609,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5465,2024-11-12 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5466,45608,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5467,45608,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
5416,2024-11-11 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5417,45607,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5418,45607,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,1.0,DANIELMU95,0.59,ISP-1S-00
5394,2024-11-10 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5395,45606,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5396,45606,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
5382,2024-11-09 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5383,45605,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5384,45605,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
5350,2024-11-08 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.61,EDUARDOF98,0.61,ISP-1M-22
5351,45604,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.61,EDUARDOF98,0.61,ISP-1M-22
5352,45604,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.61,EDUARDOF98,0.61,ISP-1M-22
5370,2024-11-08 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
5371,45604,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
5372,45604,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
5312,2024-11-07 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.45,ORLANDOM99,0.3,ISP-1D-00
5313,45603,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.45,ORLANDOM99,0.3,ISP-1D-00
5314,45603,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.45,ORLANDOM99,0.3,ISP-1D-00
5296,2024-11-06 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5297,45602,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5298,45602,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5271,2024-11-05 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5272,45601,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5273,45601,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
5198,2024-11-04 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,EDUARDOF98,0.59,ISP-1S-00
