Hora,Compresor 2 - RCS: Presión de Descarga,Compresor 2 - RCS: Presión de Succion,Compresor 2 - RCS: Temperatura de Aceite,Compresor 2 - RCS: Temperatura de Descarga,Compresor C-2: Demanda (kW),Unnamed: 6,Unnamed: 7
2025-03-24 22:45:00 GMT-3,9.6,0.1272,39.7,11.055,0.0,,
2025-03-24 22:50:00 GMT-3,9.6,0.127,39.7,11.047740000000001,0.0,,
2025-03-24 22:55:00 GMT-3,9.6,0.1268,39.62,11.051359999999999,0.0,,
2025-03-24 23:00:00 GMT-3,9.6,0.1258,39.660000000000004,11.02498,0.0,,
2025-03-24 23:05:00 GMT-3,9.6,0.125,39.68,10.9835,0.0,,
2025-03-24 23:10:00 GMT-3,9.6,0.125,39.7,10.978480000000001,0.0,,
2025-03-24 23:15:00 GMT-3,9.6,0.1242,39.58,10.97456,0.0,,
2025-03-24 23:20:00 GMT-3,9.6,0.1242,39.72,10.96318,0.0,,
2025-03-24 23:25:00 GMT-3,9.6,0.12440000000000001,39.58,10.97938,0.0,,
2025-03-24 23:30:00 GMT-3,9.6,0.124,39.62,10.9807,0.0,,
2025-03-24 23:35:00 GMT-3,9.6,0.1232,39.72,10.96306,0.0,,
2025-03-24 23:40:00 GMT-3,9.6,0.1238,39.82,10.95716,0.0,,
2025-03-24 23:45:00 GMT-3,9.6,0.123,39.72,10.93676,0.0,,
2025-03-24 23:50:00 GMT-3,9.6,0.1226,39.68,10.93046,0.0,,
2025-03-24 23:55:00 GMT-3,9.6,0.122,39.739999999999995,10.9299,0.0,,
2025-03-25 00:00:00 GMT-3,9.6,0.122,39.660000000000004,10.93142,0.0,,
2025-03-25 00:05:00 GMT-3,9.6,0.122,39.62,10.9543,63.8676,,
2025-03-25 00:10:00 GMT-3,9.6,0.1202,39.760000000000005,10.92444,94.4602,,
2025-03-25 00:15:00 GMT-3,9.28,0.1206,39.54,10.6937,93.988,,
2025-03-25 00:20:00 GMT-3,9.1,0.1262,39.260000000000005,10.688500000000001,94.7076,,
2025-03-25 00:25:00 GMT-3,9.1,0.1286,39.0,10.72988,94.92,,
2025-03-25 00:30:00 GMT-3,9.1,0.129,38.96,10.72846,94.5372,,
2025-03-25 00:35:00 GMT-3,9.2,0.1264,39.160000000000004,10.72334,94.3934,,
2025-03-25 00:40:00 GMT-3,9.4,0.12040000000000001,39.46,10.74928,94.4234,,
2025-03-25 00:45:00 GMT-3,9.5,0.1176,39.6,10.751059999999999,94.194,,
2025-03-25 00:50:00 GMT-3,9.5,0.117,39.7,10.75812,93.9972,,
2025-03-25 00:55:00 GMT-3,9.5,0.1172,39.7,10.785219999999999,93.8678,,
2025-03-25 01:00:00 GMT-3,9.5,0.1178,39.739999999999995,10.79996,93.69525,,
2025-03-25 01:05:00 GMT-3,9.5,0.119,39.660000000000004,10.81954,93.4342,,
2025-03-25 01:10:00 GMT-3,9.6,0.1192,39.68,10.83962,93.5014,,
2025-03-25 01:15:00 GMT-3,9.6,0.119,39.62,10.83098,93.616,,
2025-03-25 01:20:00 GMT-3,9.6,0.1212,39.68,10.887080000000001,93.761,,
2025-03-25 01:25:00 GMT-3,9.6,0.12040000000000001,39.7,10.867180000000001,93.8948,,
2025-03-25 01:30:00 GMT-3,9.6,0.1194,39.760000000000005,10.86232,93.92975,,
2025-03-25 01:35:00 GMT-3,9.6,0.1186,39.78,10.85612,93.9826,,
2025-03-25 01:40:00 GMT-3,9.6,0.118,39.6,10.86788,94.0866,,
2025-03-25 01:45:00 GMT-3,9.6,0.1184,39.64,10.88444,94.054,,
2025-03-25 01:50:00 GMT-3,9.22,0.116,39.32,10.57508,94.052,,
2025-03-25 01:55:00 GMT-3,9.0,0.1196,38.980000000000004,10.48748,93.9784,,
2025-03-25 02:00:00 GMT-3,9.0,0.1252,38.760000000000005,10.57824,93.8372,,
2025-03-25 02:05:00 GMT-3,9.0,0.1262,38.68,10.6127,93.698,,
2025-03-25 02:10:00 GMT-3,9.059999999999999,0.122,38.8,10.58538,93.7108,,
2025-03-25 02:15:00 GMT-3,9.3,0.1192,39.08,10.66964,93.5654,,
2025-03-25 02:20:00 GMT-3,9.4,0.1174,39.28,10.70214,93.6162,,
2025-03-25 02:25:00 GMT-3,9.32,0.1168,39.339999999999996,10.653459999999999,93.4874,,
2025-03-25 02:30:00 GMT-3,9.120000000000001,0.1184,38.96,10.53856,93.3878,,
2025-03-25 02:35:00 GMT-3,9.24,0.1226,38.760000000000005,10.67388,93.5376,,
2025-03-25 02:40:00 GMT-3,9.4,0.1184,39.04,10.73126,93.615,,
2025-03-25 02:45:00 GMT-3,9.459999999999999,0.1178,39.22,10.74454,93.6344,,
2025-03-25 02:50:00 GMT-3,9.5,0.1178,39.239999999999995,10.7626,93.77825,,
2025-03-25 02:55:00 GMT-3,9.540000000000001,0.1196,39.32,10.831579999999999,93.9468,,
2025-03-25 03:00:00 GMT-3,9.540000000000001,0.1178,39.339999999999996,10.80856,94.2928,,
2025-03-25 03:05:00 GMT-3,9.5,0.1162,39.42,10.770340000000001,94.3512,,
2025-03-25 03:10:00 GMT-3,9.559999999999999,0.1156,39.339999999999996,10.789159999999999,94.461,,
2025-03-25 03:15:00 GMT-3,9.540000000000001,0.1158,39.54,10.79288,94.5124,,
2025-03-25 03:20:00 GMT-3,9.5,0.1148,39.44,10.775220000000001,94.6324,,
2025-03-25 03:25:00 GMT-3,9.5,0.1138,39.339999999999996,10.73458,94.7075,,
2025-03-25 03:30:00 GMT-3,9.5,0.11320000000000001,39.38,10.71012,94.608,,
2025-03-25 03:35:00 GMT-3,9.5,0.113,39.46,10.6984,93.0224,,
2025-03-25 03:40:00 GMT-3,9.5,0.11359999999999999,39.260000000000005,10.7156,92.3078,,
2025-03-25 03:45:00 GMT-3,9.5,0.1144,39.32,10.74586,92.42225,,
2025-03-25 03:50:00 GMT-3,9.5,0.1146,39.18,10.72976,92.57725,,
2025-03-25 03:55:00 GMT-3,9.48,0.114,38.980000000000004,10.70444,92.5554,,
2025-03-25 04:00:00 GMT-3,9.4,0.11359999999999999,39.14,10.67066,92.7264,,
2025-03-25 04:05:00 GMT-3,9.4,0.1134,39.019999999999996,10.639619999999999,93.0906,,
2025-03-25 04:10:00 GMT-3,9.4,0.1138,38.980000000000004,10.6443,93.2808,,
2025-03-25 04:15:00 GMT-3,9.4,0.11320000000000001,39.160000000000004,10.63222,93.3384,,
2025-03-25 04:20:00 GMT-3,9.4,0.113,39.08,10.60518,93.8274,,
2025-03-25 04:25:00 GMT-3,9.4,0.113,38.86,10.59114,95.23,,
2025-03-25 04:30:00 GMT-3,9.34,0.113,38.92,10.57878,95.6964,,
2025-03-25 04:35:00 GMT-3,9.3,0.1128,38.839999999999996,10.565999999999999,95.8798,,
2025-03-25 04:40:00 GMT-3,9.32,0.113,38.7,10.536719999999999,96.0398,,
2025-03-25 04:45:00 GMT-3,9.3,0.1128,38.86,10.52468,96.3254,,
2025-03-25 04:50:00 GMT-3,9.34,0.11220000000000001,38.86,10.53346,96.85775,,
2025-03-25 04:55:00 GMT-3,9.4,0.112,38.94,10.56978,97.1235,,
2025-03-25 05:00:00 GMT-3,9.4,0.11220000000000001,39.04,10.618219999999999,97.158,,
2025-03-25 05:05:00 GMT-3,9.48,0.1118,39.42,10.61468,96.897,,
2025-03-25 05:10:00 GMT-3,9.5,0.112,39.480000000000004,10.622539999999999,94.3816,,
2025-03-25 05:15:00 GMT-3,9.5,0.112,39.58,10.59106,94.5582,,
2025-03-25 05:20:00 GMT-3,9.5,0.11159999999999999,39.62,10.6154,95.307,,
2025-03-25 05:25:00 GMT-3,9.540000000000001,0.1114,39.760000000000005,10.6532,95.631,,
2025-03-25 05:30:00 GMT-3,9.6,0.112,39.839999999999996,10.68084,95.803,,
2025-03-25 05:35:00 GMT-3,9.6,0.1118,39.96,10.67266,95.9352,,
2025-03-25 05:40:00 GMT-3,9.6,0.112,39.92,10.68582,96.0102,,
2025-03-25 05:45:00 GMT-3,9.66,0.112,39.88,10.71096,97.8152,,
2025-03-25 05:50:00 GMT-3,9.66,0.112,39.88,10.72082,98.5528,,
2025-03-25 05:55:00 GMT-3,9.7,0.112,39.9,10.72812,98.951,,
2025-03-25 06:00:00 GMT-3,9.7,0.112,39.82,10.73138,99.5782,,
2025-03-25 06:05:00 GMT-3,9.7,0.112,39.96,10.71804,99.5342,,
2025-03-25 06:10:00 GMT-3,9.7,0.11259999999999999,39.839999999999996,10.729479999999999,97.2372,,
2025-03-25 06:15:00 GMT-3,9.7,0.11320000000000001,39.86,10.77908,97.1294,,
2025-03-25 06:20:00 GMT-3,9.8,0.11259999999999999,39.980000000000004,10.80354,97.6864,,
2025-03-25 06:25:00 GMT-3,9.8,0.1128,39.96,10.82346,98.5205,,
2025-03-25 06:30:00 GMT-3,9.8,0.11320000000000001,39.92,10.85664,98.4092,,
2025-03-25 06:35:00 GMT-3,9.8,0.11259999999999999,39.8,10.85068,98.427,,
2025-03-25 06:40:00 GMT-3,8.36,0.112,39.58,6.734139999999999,98.6452,,
2025-03-25 06:45:00 GMT-3,4.84,0.12279999999999999,37.760000000000005,-0.01308,98.4922,,
2025-03-25 06:50:00 GMT-3,5.74,0.1306,36.1,1.46182,98.711,,
2025-03-25 06:55:00 GMT-3,8.959999999999999,0.122,37.78,10.45324,99.3488,,
2025-03-25 07:00:00 GMT-3,8.9,0.119,39.88,10.308159999999999,99.9942,,
2025-03-25 07:05:00 GMT-3,9.26,0.1142,40.480000000000004,10.45736,100.8028,,
2025-03-25 07:10:00 GMT-3,5.5600000000000005,0.126,39.480000000000004,0.01326,101.5602,,
2025-03-25 07:15:00 GMT-3,7.959999999999999,0.1348,38.42,6.486079999999999,101.8986,,
2025-03-25 07:20:00 GMT-3,9.08,0.13140000000000002,39.92,10.66058,102.236,,
2025-03-25 07:25:00 GMT-3,9.18,0.13219999999999998,40.58,10.784839999999999,102.5346,,
2025-03-25 07:30:00 GMT-3,9.22,0.1338,40.72,10.84408,102.8692,,
2025-03-25 07:35:00 GMT-3,9.3,0.13440000000000002,40.72,10.8718,103.46825,,
2025-03-25 07:40:00 GMT-3,9.36,0.1354,40.8,10.93806,103.273,,
2025-03-25 07:45:00 GMT-3,9.48,0.137,40.78,11.0542,103.3512,,
2025-03-25 07:50:00 GMT-3,9.5,0.1366,40.78,11.07162,103.726,,
2025-03-25 07:55:00 GMT-3,9.5,0.1336,40.58,11.008880000000001,104.51,,
2025-03-25 08:00:00 GMT-3,9.5,0.13240000000000002,40.64,10.98322,105.1842,,
2025-03-25 08:05:00 GMT-3,9.5,0.13119999999999998,40.64,10.964,106.089,,
2025-03-25 08:10:00 GMT-3,9.5,0.131,40.56,10.950140000000001,106.8928,,
2025-03-25 08:15:00 GMT-3,9.52,0.1308,40.660000000000004,10.976659999999999,107.5768,,
2025-03-25 08:20:00 GMT-3,9.6,0.1308,40.660000000000004,11.03472,108.121,,
2025-03-25 08:25:00 GMT-3,9.6,0.1306,40.62,11.07198,107.1208,,
2025-03-25 08:30:00 GMT-3,9.6,0.1316,40.58,11.08966,105.11475,,
2025-03-25 08:35:00 GMT-3,9.6,0.13140000000000002,40.56,11.0525,105.2726,,
2025-03-25 08:40:00 GMT-3,9.6,0.13140000000000002,40.519999999999996,11.03058,105.83575,,
2025-03-25 08:45:00 GMT-3,9.6,0.1316,40.42,11.04214,106.3254,,
2025-03-25 08:50:00 GMT-3,9.6,0.1326,40.480000000000004,11.1013,106.6204,,
2025-03-25 08:55:00 GMT-3,9.6,0.1318,40.5,11.09064,106.6994,,
2025-03-25 09:00:00 GMT-3,9.6,0.132,40.54,11.08548,106.8596,,
2025-03-25 09:05:00 GMT-3,9.6,0.1326,40.519999999999996,11.09872,107.0828,,
2025-03-25 09:10:00 GMT-3,9.6,0.1328,40.38,11.09496,107.2892,,
2025-03-25 09:15:00 GMT-3,9.6,0.133,40.36,11.10564,108.9768,,
2025-03-25 09:20:00 GMT-3,9.6,0.133,40.42,11.10972,109.9196,,
2025-03-25 09:25:00 GMT-3,9.6,0.1328,40.5,11.10908,110.827,,
2025-03-25 09:30:00 GMT-3,9.6,0.1326,40.519999999999996,11.11426,111.5224,,
2025-03-25 09:35:00 GMT-3,9.6,0.13240000000000002,40.5,11.0754,111.9676,,
2025-03-25 09:40:00 GMT-3,9.6,0.1328,40.46,11.084579999999999,112.2632,,
2025-03-25 09:45:00 GMT-3,9.66,0.13219999999999998,40.480000000000004,11.092600000000001,112.42125,,
2025-03-25 09:50:00 GMT-3,9.6,0.132,40.42,11.07528,112.6,,
2025-03-25 09:55:00 GMT-3,9.6,0.13240000000000002,40.38,11.07692,112.625,,
2025-03-25 10:00:00 GMT-3,9.6,0.132,40.36,11.084900000000001,112.6044,,
2025-03-25 10:05:00 GMT-3,9.620000000000001,0.132,40.339999999999996,11.10262,112.70925,,
2025-03-25 10:10:00 GMT-3,9.7,0.13219999999999998,40.4,11.122060000000001,112.54425,,
2025-03-25 10:15:00 GMT-3,9.7,0.13219999999999998,40.4,11.110339999999999,113.6086,,
2025-03-25 10:20:00 GMT-3,9.7,0.132,40.339999999999996,11.12348,113.5182,,
2025-03-25 10:25:00 GMT-3,9.7,0.132,40.38,11.14042,113.63,,
2025-03-25 10:30:00 GMT-3,9.7,0.13140000000000002,40.46,11.15748,113.9162,,
2025-03-25 10:35:00 GMT-3,9.7,0.13140000000000002,40.38,11.16106,114.81,,
2025-03-25 10:40:00 GMT-3,9.8,0.13240000000000002,40.38,11.20906,115.5274,,
2025-03-25 10:45:00 GMT-3,9.8,0.13219999999999998,40.4,11.23222,115.9046,,
2025-03-25 10:50:00 GMT-3,9.8,0.131,40.4,11.2092,114.4998,,
2025-03-25 10:55:00 GMT-3,9.8,0.1308,40.38,11.19378,113.9238,,
2025-03-25 11:00:00 GMT-3,9.8,0.1306,40.36,11.1888,114.783,,
2025-03-25 11:05:00 GMT-3,9.8,0.13140000000000002,40.339999999999996,11.206140000000001,115.55,,
2025-03-25 11:10:00 GMT-3,9.8,0.1308,40.3,11.22728,116.1396,,
2025-03-25 11:15:00 GMT-3,9.8,0.1296,40.3,11.202119999999999,116.7904,,
2025-03-25 11:20:00 GMT-3,9.76,0.129,40.28,11.1333,117.07525,,
2025-03-25 11:25:00 GMT-3,9.42,0.132,40.06,10.95412,117.0376,,
2025-03-25 11:30:00 GMT-3,9.52,0.1362,39.82,11.08016,117.3542,,
2025-03-25 11:35:00 GMT-3,9.78,0.1336,39.94,11.225620000000001,104.5492,,
2025-03-25 11:40:00 GMT-3,9.84,0.13119999999999998,40.22,11.234,95.5094,,
2025-03-25 11:45:00 GMT-3,9.9,0.13119999999999998,40.36,11.25972,96.727,,
2025-03-25 11:50:00 GMT-3,9.9,0.132,40.339999999999996,11.30428,97.275,,
2025-03-25 11:55:00 GMT-3,10.0,0.13219999999999998,40.38,11.35408,97.8905,,
2025-03-25 12:00:00 GMT-3,10.0,0.133,40.4,11.3886,97.9266,,
2025-03-25 12:05:00 GMT-3,10.0,0.1338,40.4,11.42388,98.06575,,
2025-03-25 12:10:00 GMT-3,10.1,0.13319999999999999,40.4,11.42514,98.0265,,
2025-03-25 12:15:00 GMT-3,10.08,0.13319999999999999,40.4,11.39658,98.3466,,
2025-03-25 12:20:00 GMT-3,10.1,0.133,40.36,11.3996,99.0072,,
2025-03-25 12:25:00 GMT-3,10.1,0.13319999999999999,40.36,11.39906,98.45125,,
2025-03-25 12:30:00 GMT-3,10.1,0.13319999999999999,40.36,11.42902,98.346,,
2025-03-25 12:35:00 GMT-3,10.1,0.133,40.339999999999996,11.472280000000001,98.519,,
2025-03-25 12:40:00 GMT-3,10.1,0.13319999999999999,40.339999999999996,11.46238,98.66,,
2025-03-25 12:45:00 GMT-3,10.1,0.13419999999999999,40.36,11.47746,98.9052,,
2025-03-25 12:50:00 GMT-3,9.66,0.1368,40.18,11.27564,98.9064,,
2025-03-25 12:55:00 GMT-3,9.4,0.1458,39.54,11.25334,98.8958,,
2025-03-25 13:00:00 GMT-3,9.4,0.1536,39.2,11.40312,97.6754,,
2025-03-25 13:05:00 GMT-3,9.4,0.1556,39.14,11.459959999999999,97.0492,,
2025-03-25 13:10:00 GMT-3,9.52,0.14880000000000002,39.239999999999995,11.40958,97.1682,,
2025-03-25 13:15:00 GMT-3,9.52,0.1406,39.46,11.25304,96.9925,,
2025-03-25 13:20:00 GMT-3,9.5,0.1376,39.480000000000004,11.134,94.844,,
2025-03-25 13:25:00 GMT-3,9.5,0.1348,39.480000000000004,11.12386,94.6722,,
2025-03-25 13:30:00 GMT-3,9.58,0.1318,39.54,11.0925,94.8022,,
2025-03-25 13:35:00 GMT-3,9.76,0.1348,39.68,11.23658,95.0196,,
2025-03-25 13:40:00 GMT-3,9.86,0.1286,39.88,11.23614,94.774,,
2025-03-25 13:45:00 GMT-3,9.9,0.1258,39.980000000000004,11.19656,94.9436,,
2025-03-25 13:50:00 GMT-3,9.9,0.1266,40.0,11.1959,95.0384,,
2025-03-25 13:55:00 GMT-3,9.9,0.1346,39.980000000000004,11.33556,95.429,,
2025-03-25 14:00:00 GMT-3,9.9,0.1366,39.94,11.4382,96.4018,,
2025-03-25 14:05:00 GMT-3,9.92,0.137,40.08,11.45622,98.0722,,
2025-03-25 14:10:00 GMT-3,9.98,0.1376,40.04,11.47098,100.4436,,
2025-03-25 14:15:00 GMT-3,9.9,0.137,40.0,11.45856,101.6136,,
2025-03-25 14:20:00 GMT-3,9.9,0.137,40.0,11.44442,102.624,,
2025-03-25 14:25:00 GMT-3,9.9,0.1362,39.94,11.4152,103.0044,,
2025-03-25 14:30:00 GMT-3,9.9,0.1362,39.82,11.3764,103.0314,,
2025-03-25 14:35:00 GMT-3,9.9,0.136,39.8,11.336839999999999,102.6406,,
2025-03-25 14:40:00 GMT-3,9.82,0.136,39.8,11.31756,102.9216,,
2025-03-25 14:45:00 GMT-3,9.8,0.1362,39.739999999999995,11.356100000000001,102.755,,
2025-03-25 14:50:00 GMT-3,9.8,0.1358,39.7,11.36092,102.8394,,
2025-03-25 14:55:00 GMT-3,9.8,0.135,39.660000000000004,11.35924,103.2148,,
2025-03-25 15:00:00 GMT-3,9.8,0.1352,39.62,11.33614,103.3446,,
2025-03-25 15:05:00 GMT-3,9.8,0.1352,39.56,11.3261,103.575,,
2025-03-25 15:10:00 GMT-3,9.8,0.135,39.480000000000004,11.3169,103.8764,,
2025-03-25 15:15:00 GMT-3,9.8,0.135,39.5,11.30414,104.05,,
2025-03-25 15:20:00 GMT-3,9.72,0.135,39.5,11.28996,104.0864,,
2025-03-25 15:25:00 GMT-3,9.7,0.135,39.44,11.27504,104.3454,,
2025-03-25 15:30:00 GMT-3,9.7,0.135,39.42,11.274339999999999,104.061,,
2025-03-25 15:35:00 GMT-3,9.7,0.13340000000000002,39.4,11.243680000000001,104.3972,,
2025-03-25 15:40:00 GMT-3,9.7,0.1326,39.4,11.21824,105.3874,,
2025-03-25 15:45:00 GMT-3,9.7,0.132,39.3,11.19942,106.39725,,
2025-03-25 15:50:00 GMT-3,9.52,0.1328,39.239999999999995,11.122,107.698,,
2025-03-25 15:55:00 GMT-3,9.14,0.1358,39.04,10.93876,108.3862,,
2025-03-25 16:00:00 GMT-3,9.3,0.1372,39.019999999999996,11.046240000000001,108.6452,,
2025-03-25 16:05:00 GMT-3,9.5,0.13340000000000002,39.3,11.11242,108.79,,
2025-03-25 16:10:00 GMT-3,9.6,0.132,39.5,11.11796,108.9656,,
2025-03-25 16:15:00 GMT-3,9.6,0.1318,39.56,11.129760000000001,109.22375,,
2025-03-25 16:20:00 GMT-3,9.6,0.1338,39.54,11.18584,109.2824,,
2025-03-25 16:25:00 GMT-3,9.6,0.1348,39.6,11.23496,109.08225,,
2025-03-25 16:30:00 GMT-3,9.6,0.1358,39.6,11.25498,109.4552,,
2025-03-25 16:35:00 GMT-3,9.68,0.1348,39.56,11.25558,109.5516,,
2025-03-25 16:40:00 GMT-3,9.620000000000001,0.13040000000000002,39.56,11.14362,109.6034,,
2025-03-25 16:45:00 GMT-3,9.6,0.1278,39.56,11.07516,108.7478,,
2025-03-25 16:50:00 GMT-3,9.6,0.1268,39.5,11.038599999999999,106.59,,
2025-03-25 16:55:00 GMT-3,9.6,0.1256,39.5,11.00892,106.7456,,
2025-03-25 17:00:00 GMT-3,9.540000000000001,0.1248,39.38,10.98314,107.1024,,
2025-03-25 17:05:00 GMT-3,8.040000000000001,0.132,39.1,6.58686,107.7928,,
2025-03-25 17:10:00 GMT-3,4.54,0.147,38.1,0.0,108.8734,,
2025-03-25 17:15:00 GMT-3,3.22,0.15180000000000002,36.56,0.0,108.6906,,
2025-03-25 17:20:00 GMT-3,2.42,0.1556,35.18,0.0,108.6016,,
2025-03-25 17:25:00 GMT-3,2.02,0.15940000000000001,34.1,0.0,108.793,,
2025-03-25 17:30:00 GMT-3,1.78,0.163,33.14,0.0,109.23325,,
2025-03-25 17:35:00 GMT-3,1.7399999999999998,0.1662,32.339999999999996,0.0,110.314,,
2025-03-25 17:40:00 GMT-3,1.8,0.1696,31.52,0.0,112.2495,,
2025-03-25 17:45:00 GMT-3,1.8,0.1722,30.860000000000003,0.0,112.658,,
2025-03-25 17:50:00 GMT-3,1.8,0.1748,30.24,0.0,113.1064,,
2025-03-25 17:55:00 GMT-3,1.8399999999999999,0.1778,29.639999999999997,0.0,113.4464,,
2025-03-25 18:00:00 GMT-3,1.9,0.1802,29.1,0.0,113.5494,,
2025-03-25 18:05:00 GMT-3,1.9,0.18280000000000002,28.619999999999997,0.0,113.5954,,
2025-03-25 18:10:00 GMT-3,1.9,0.185,28.18,0.0,112.7268,,
2025-03-25 18:15:00 GMT-3,1.9,0.18719999999999998,27.7,0.0,112.7674,,
2025-03-25 18:20:00 GMT-3,2.0,0.18980000000000002,27.22,0.0,114.1976,,
2025-03-25 18:25:00 GMT-3,2.0,0.19219999999999998,26.8,0.0,113.4432,,
2025-03-25 18:30:00 GMT-3,2.0,0.19419999999999998,26.380000000000003,0.0,113.07675,,
2025-03-25 18:35:00 GMT-3,2.0,0.19640000000000002,26.02,0.0,113.49,,
2025-03-25 18:40:00 GMT-3,2.08,0.1986,25.639999999999997,0.0,114.307,,
2025-03-25 18:45:00 GMT-3,2.1,0.2006,25.259999999999998,0.0,114.8948,,
2025-03-25 18:50:00 GMT-3,2.1,0.2028,24.94,0.0,115.1996,,
2025-03-25 18:55:00 GMT-3,2.1,0.2046,24.64,0.0,115.4922,,
2025-03-25 19:00:00 GMT-3,2.1,0.2068,24.34,0.0,116.728,,
2025-03-25 19:05:00 GMT-3,2.18,0.2086,24.080000000000002,0.0,117.0626,,
2025-03-25 19:10:00 GMT-3,2.2,0.21059999999999998,23.740000000000002,0.0,117.4076,,
2025-03-25 19:15:00 GMT-3,2.2,0.2124,23.48,0.0,118.011,,
2025-03-25 19:20:00 GMT-3,2.2,0.2144,23.22,0.0,118.4916,,
2025-03-25 19:25:00 GMT-3,2.2,0.21619999999999998,22.98,0.0,119.1942,,
2025-03-25 19:30:00 GMT-3,2.2600000000000002,0.218,22.72,0.0,119.67725,,
2025-03-25 19:35:00 GMT-3,2.3,0.22,22.52,0.0,118.7324,,
2025-03-25 19:40:00 GMT-3,2.3,0.2214,22.32,0.0,116.653,,
2025-03-25 19:45:00 GMT-3,2.3,0.22340000000000002,22.119999999999997,0.0,115.6482,,
2025-03-25 19:50:00 GMT-3,2.3,0.22519999999999998,21.9,0.0,114.24825,,
2025-03-25 19:55:00 GMT-3,2.3,0.2268,21.72,0.0,112.899,,
2025-03-25 20:00:00 GMT-3,2.38,0.2286,21.52,0.0,22.8316,,
2025-03-25 20:05:00 GMT-3,2.4,0.2304,21.34,0.0,0.0,,
2025-03-25 20:10:00 GMT-3,2.4,0.232,21.16,0.0,0.0,,
2025-03-25 20:15:00 GMT-3,2.4,0.2338,21.0,0.0,0.0,,
2025-03-25 20:20:00 GMT-3,2.4,0.2354,20.82,0.0,0.0,,
2025-03-25 20:25:00 GMT-3,2.4,0.2372,20.66,0.0,0.0,,
2025-03-25 20:30:00 GMT-3,2.5,0.2388,20.5,0.0,0.0,,
2025-03-25 20:35:00 GMT-3,2.5,0.24059999999999998,20.34,0.0,0.0,,
2025-03-25 20:40:00 GMT-3,2.5,0.242,20.16,0.0,0.0,,
2025-03-25 20:45:00 GMT-3,2.5,0.24359999999999998,20.0,0.0,0.0,,
2025-03-25 20:50:00 GMT-3,2.5,0.2454,19.86,0.0,0.0,,
2025-03-25 20:55:00 GMT-3,2.5,0.247,19.72,0.0,0.0,,
2025-03-25 21:00:00 GMT-3,2.6,0.2484,19.56,0.0,0.0,,
2025-03-25 21:05:00 GMT-3,2.6,0.25,19.44,0.0,0.0,,
2025-03-25 21:10:00 GMT-3,2.6,0.2514,19.28,0.0,0.0,,
2025-03-25 21:15:00 GMT-3,2.6,0.2532,19.14,0.0,0.0,,
2025-03-25 21:20:00 GMT-3,2.6,0.2544,19.02,0.0,0.0,,
2025-03-25 21:25:00 GMT-3,2.6,0.256,18.880000000000003,0.0,0.0,,
2025-03-25 21:30:00 GMT-3,2.6399999999999997,0.25739999999999996,18.759999999999998,0.0,0.0,,
2025-03-25 21:35:00 GMT-3,2.7,0.259,18.64,0.0,0.0,,
2025-03-25 21:40:00 GMT-3,2.7,0.26039999999999996,18.54,0.0,0.0,,
2025-03-25 21:45:00 GMT-3,2.66,0.25660000000000005,18.44,0.0,0.0,,
2025-03-25 21:50:00 GMT-3,4.58,0.22340000000000002,21.04,1.34428,0.0,,
2025-03-25 21:55:00 GMT-3,8.72,0.1742,28.919999999999998,7.45116,0.0,,
2025-03-25 22:00:00 GMT-3,9.48,0.15,36.06,10.34076,0.0,,
2025-03-25 22:05:00 GMT-3,9.86,0.138,39.08,10.46176,0.0,,
2025-03-25 22:10:00 GMT-3,10.0,0.12840000000000001,39.68,10.441880000000001,0.0,,
2025-03-25 22:15:00 GMT-3,10.0,0.12,39.760000000000005,10.33478,0.0,,
2025-03-25 22:20:00 GMT-3,10.0,0.1166,39.88,10.27024,0.0,,
2025-03-25 22:25:00 GMT-3,10.0,0.1178,39.82,10.30904,0.0,,
2025-03-25 22:30:00 GMT-3,10.0,0.1216,39.9,10.41562,0.0,,
2025-03-25 22:35:00 GMT-3,10.0,0.12279999999999999,39.82,10.50604,0.0,,
2025-03-25 22:40:00 GMT-3,10.0,0.122,39.86,10.52394,0.0,,
2025-03-25 22:45:00 GMT-3,10.0,0.1216,39.9,10.55472,0.0,,
2025-03-25 22:50:00 GMT-3,10.040000000000001,0.121,39.94,10.583400000000001,0.0,,
2025-03-25 22:55:00 GMT-3,10.0,0.1186,39.9,10.572880000000001,0.0,,
2025-03-25 23:00:00 GMT-3,10.0,0.1184,39.86,10.55094,0.0,,
2025-03-25 23:05:00 GMT-3,10.0,0.1194,39.9,10.57222,0.0,,
2025-03-25 23:10:00 GMT-3,10.0,0.12,39.86,10.6234,0.0,,
2025-03-25 23:15:00 GMT-3,10.0,0.1206,39.9,10.67316,0.0,,
2025-03-25 23:20:00 GMT-3,10.0,0.121,39.9,10.71246,0.0,,
2025-03-25 23:25:00 GMT-3,10.0,0.121,39.9,10.73072,0.0,,
2025-03-25 23:30:00 GMT-3,10.0,0.121,39.9,10.76332,0.0,,
2025-03-25 23:35:00 GMT-3,10.0,0.1206,39.86,10.80486,0.0,,
2025-03-25 23:40:00 GMT-3,10.0,0.1202,39.8,10.82204,0.0,,
2025-03-25 23:45:00 GMT-3,10.0,0.1194,39.78,10.82198,0.0,,
2025-03-25 23:50:00 GMT-3,10.0,0.119,39.72,10.83802,0.0,,
2025-03-25 23:55:00 GMT-3,10.0,0.1186,39.660000000000004,10.853919999999999,42.1556,,
