Hora,Compresor 2 - RCS: Presión de Descarga,Compresor 2 - RCS: Presión de Succion,Compresor 2 - RCS: Temperatura de Aceite,Compresor 2 - RCS: Temperatura de Descarga,Compresor C-2: Demanda (kW),Unnamed: 6,Unnamed: 7
2025-03-26 00:00:00 GMT-3,9.9,0.118,39.62,10.857899999999999,104.4524,,
2025-03-26 00:05:00 GMT-3,9.9,0.118,39.54,10.87448,107.57425,,
2025-03-26 00:10:00 GMT-3,9.9,0.1184,39.5,10.88956,107.72225,,
2025-03-26 00:15:00 GMT-3,9.9,0.1174,39.42,10.910720000000001,108.0188,,
2025-03-26 00:20:00 GMT-3,9.8,0.1168,39.42,10.924339999999999,108.33,,
2025-03-26 00:25:00 GMT-3,9.5,0.1164,39.18,10.739279999999999,108.237,,
2025-03-26 00:30:00 GMT-3,9.3,0.1216,38.82,10.68198,108.0038,,
2025-03-26 00:35:00 GMT-3,9.3,0.1238,38.72,10.74558,108.1368,,
2025-03-26 00:40:00 GMT-3,9.3,0.12279999999999999,38.7,10.743179999999999,108.4354,,
2025-03-26 00:45:00 GMT-3,9.34,0.12040000000000001,38.82,10.72786,108.2012,,
2025-03-26 00:50:00 GMT-3,9.5,0.1142,39.160000000000004,10.73988,108.0602,,
2025-03-26 00:55:00 GMT-3,9.6,0.1118,39.46,10.72256,108.0974,,
2025-03-26 01:00:00 GMT-3,9.3,0.11259999999999999,39.260000000000005,10.590160000000001,108.2828,,
2025-03-26 01:05:00 GMT-3,9.4,0.1164,39.08,10.681740000000001,108.94625,,
2025-03-26 01:10:00 GMT-3,9.6,0.1158,39.28,10.84108,109.571,,
2025-03-26 01:15:00 GMT-3,9.68,0.115,39.480000000000004,10.86798,109.96825,,
2025-03-26 01:20:00 GMT-3,9.7,0.1162,39.5,10.934619999999999,110.7042,,
2025-03-26 01:25:00 GMT-3,9.78,0.1166,39.58,10.96856,111.068,,
2025-03-26 01:30:00 GMT-3,9.8,0.119,39.58,11.0218,111.4676,,
2025-03-26 01:35:00 GMT-3,9.8,0.1178,39.58,11.024460000000001,111.7526,,
2025-03-26 01:40:00 GMT-3,9.8,0.1164,39.68,10.99456,112.1068,,
2025-03-26 01:45:00 GMT-3,9.8,0.1158,39.72,10.972280000000001,112.3762,,
2025-03-26 01:50:00 GMT-3,9.8,0.116,39.72,10.975719999999999,112.779,,
2025-03-26 01:55:00 GMT-3,9.84,0.1164,39.760000000000005,11.01248,113.4374,,
2025-03-26 02:00:00 GMT-3,9.9,0.116,39.82,11.02814,113.9346,,
2025-03-26 02:05:00 GMT-3,9.86,0.1144,39.839999999999996,10.99728,114.3112,,
2025-03-26 02:10:00 GMT-3,9.8,0.1142,39.839999999999996,10.976519999999999,114.4594,,
2025-03-26 02:15:00 GMT-3,9.9,0.1154,39.839999999999996,11.0068,114.4758,,
2025-03-26 02:20:00 GMT-3,9.9,0.1154,39.839999999999996,11.03534,114.8578,,
2025-03-26 02:25:00 GMT-3,9.9,0.1156,39.88,11.03306,115.3176,,
2025-03-26 02:30:00 GMT-3,9.9,0.1152,39.92,11.0337,115.5678,,
2025-03-26 02:35:00 GMT-3,9.9,0.1158,39.9,11.03622,115.7062,,
2025-03-26 02:40:00 GMT-3,9.9,0.115,39.9,11.03112,115.9482,,
2025-03-26 02:45:00 GMT-3,9.9,0.115,40.0,11.03984,116.4656,,
2025-03-26 02:50:00 GMT-3,9.9,0.1166,39.94,11.0574,117.3884,,
2025-03-26 02:55:00 GMT-3,9.9,0.1178,39.760000000000005,11.053740000000001,116.987,,
2025-03-26 03:00:00 GMT-3,9.9,0.1184,39.68,11.0637,116.1358,,
2025-03-26 03:05:00 GMT-3,9.9,0.1186,39.64,11.06376,116.6728,,
2025-03-26 03:10:00 GMT-3,9.84,0.1176,39.6,11.020399999999999,117.3626,,
2025-03-26 03:15:00 GMT-3,9.9,0.1158,39.739999999999995,11.03142,118.1864,,
2025-03-26 03:20:00 GMT-3,9.9,0.115,39.88,11.02598,118.4218,,
2025-03-26 03:25:00 GMT-3,9.9,0.1146,39.88,11.01348,118.8915,,
2025-03-26 03:30:00 GMT-3,9.9,0.114,39.88,10.998000000000001,119.3656,,
2025-03-26 03:35:00 GMT-3,9.9,0.114,39.839999999999996,10.99042,119.6234,,
2025-03-26 03:40:00 GMT-3,9.9,0.11359999999999999,39.88,10.98932,119.9474,,
2025-03-26 03:45:00 GMT-3,9.9,0.113,39.88,10.97584,121.7228,,
2025-03-26 03:50:00 GMT-3,9.9,0.1128,39.92,10.96604,122.2778,,
2025-03-26 03:55:00 GMT-3,9.9,0.1148,39.86,11.0006,123.392,,
2025-03-26 04:00:00 GMT-3,9.9,0.1146,39.82,11.01548,124.2044,,
2025-03-26 04:05:00 GMT-3,9.9,0.114,39.88,10.98346,124.3152,,
2025-03-26 04:10:00 GMT-3,9.9,0.11359999999999999,39.86,10.9719,124.0068,,
2025-03-26 04:15:00 GMT-3,9.9,0.113,39.839999999999996,10.9647,123.752,,
2025-03-26 04:20:00 GMT-3,9.9,0.113,39.96,10.98138,123.4176,,
2025-03-26 04:25:00 GMT-3,9.9,0.113,39.88,10.995239999999999,123.3082,,
2025-03-26 04:30:00 GMT-3,9.9,0.113,39.92,10.995059999999999,123.2338,,
2025-03-26 04:35:00 GMT-3,9.9,0.113,39.9,11.00064,123.3144,,
2025-03-26 04:40:00 GMT-3,9.9,0.1128,39.9,10.96708,123.394,,
2025-03-26 04:45:00 GMT-3,9.9,0.11220000000000001,39.9,10.96414,123.65225,,
2025-03-26 04:50:00 GMT-3,9.9,0.11159999999999999,39.9,10.97252,123.5892,,
2025-03-26 04:55:00 GMT-3,9.9,0.11059999999999999,39.94,10.9398,123.5826,,
2025-03-26 05:00:00 GMT-3,9.9,0.111,39.9,10.92178,123.8126,,
2025-03-26 05:05:00 GMT-3,9.9,0.1118,39.839999999999996,10.914060000000001,123.64,,
2025-03-26 05:10:00 GMT-3,9.9,0.1118,39.82,10.906,123.228,,
2025-03-26 05:15:00 GMT-3,9.9,0.1108,39.86,10.89238,122.9204,,
2025-03-26 05:20:00 GMT-3,9.8,0.10940000000000001,39.839999999999996,10.86954,122.8098,,
2025-03-26 05:25:00 GMT-3,9.32,0.1194,39.6,10.7486,123.1596,,
2025-03-26 05:30:00 GMT-3,8.86,0.13119999999999998,39.260000000000005,10.63096,123.605,,
2025-03-26 05:35:00 GMT-3,8.940000000000001,0.1348,39.22,10.740779999999999,123.455,,
2025-03-26 05:40:00 GMT-3,9.08,0.12940000000000002,39.58,10.72176,123.45275,,
2025-03-26 05:45:00 GMT-3,9.1,0.129,39.86,10.73086,121.8164,,
2025-03-26 05:50:00 GMT-3,9.1,0.13019999999999998,39.9,10.7453,122.462,,
2025-03-26 05:55:00 GMT-3,9.1,0.1308,39.88,10.78036,122.53475,,
2025-03-26 06:00:00 GMT-3,9.1,0.131,40.0,10.80128,120.5434,,
2025-03-26 06:05:00 GMT-3,9.1,0.131,39.9,10.782720000000001,119.4112,,
2025-03-26 06:10:00 GMT-3,9.1,0.13119999999999998,39.839999999999996,10.79956,119.513,,
2025-03-26 06:15:00 GMT-3,9.1,0.13119999999999998,39.9,10.80558,119.6728,,
2025-03-26 06:20:00 GMT-3,9.1,0.13119999999999998,39.96,10.8064,119.6548,,
2025-03-26 06:25:00 GMT-3,9.1,0.131,39.86,10.80696,119.6822,,
2025-03-26 06:30:00 GMT-3,9.1,0.1308,39.88,10.78802,120.783,,
2025-03-26 06:35:00 GMT-3,9.1,0.1306,39.9,10.78394,120.7878,,
2025-03-26 06:40:00 GMT-3,9.1,0.13019999999999998,39.88,10.79032,120.5508,,
2025-03-26 06:45:00 GMT-3,9.1,0.13,40.019999999999996,10.79092,120.9668,,
2025-03-26 06:50:00 GMT-3,9.14,0.13,40.019999999999996,10.78086,121.4218,,
2025-03-26 06:55:00 GMT-3,8.84,0.1308,39.78,10.632200000000001,122.1544,,
2025-03-26 07:00:00 GMT-3,8.7,0.1352,39.480000000000004,10.552859999999999,122.6596,,
2025-03-26 07:05:00 GMT-3,8.7,0.1376,39.32,10.57704,122.7206,,
2025-03-26 07:10:00 GMT-3,8.7,0.1382,39.32,10.56532,122.7808,,
2025-03-26 07:15:00 GMT-3,8.74,0.1358,39.36,10.61656,122.835,,
2025-03-26 07:20:00 GMT-3,8.959999999999999,0.13,39.64,10.62948,122.8058,,
2025-03-26 07:25:00 GMT-3,9.059999999999999,0.126,39.92,10.608799999999999,123.2742,,
2025-03-26 07:30:00 GMT-3,9.1,0.1226,40.019999999999996,10.56604,123.1592,,
2025-03-26 07:35:00 GMT-3,9.1,0.12179999999999999,40.04,10.55364,122.911,,
2025-03-26 07:40:00 GMT-3,9.1,0.1252,40.1,10.61438,122.8748,,
2025-03-26 07:45:00 GMT-3,9.14,0.12819999999999998,40.18,10.72546,122.6958,,
2025-03-26 07:50:00 GMT-3,9.2,0.1316,40.22,10.84966,119.536,,
2025-03-26 07:55:00 GMT-3,9.2,0.13219999999999998,40.2,10.89936,119.071,,
2025-03-26 08:00:00 GMT-3,9.26,0.1338,40.28,10.96538,107.1798,,
2025-03-26 08:05:00 GMT-3,9.3,0.13240000000000002,40.28,10.95936,94.368,,
2025-03-26 08:10:00 GMT-3,9.3,0.1318,40.28,10.93914,95.114,,
2025-03-26 08:15:00 GMT-3,9.3,0.13240000000000002,40.36,10.963460000000001,96.7344,,
2025-03-26 08:20:00 GMT-3,9.1,0.132,40.28,10.89654,97.4418,,
2025-03-26 08:25:00 GMT-3,8.86,0.1352,39.94,10.72996,97.4678,,
2025-03-26 08:30:00 GMT-3,8.86,0.1404,39.72,10.81652,97.8474,,
2025-03-26 08:35:00 GMT-3,8.9,0.1418,39.68,10.87358,98.6976,,
2025-03-26 08:40:00 GMT-3,8.92,0.1392,39.7,10.83994,99.529,,
2025-03-26 08:45:00 GMT-3,9.120000000000001,0.1362,39.88,10.91498,100.1245,,
2025-03-26 08:50:00 GMT-3,9.26,0.1336,40.260000000000005,10.95776,100.6072,,
2025-03-26 08:55:00 GMT-3,9.3,0.1318,40.44,10.93666,101.2188,,
2025-03-26 09:00:00 GMT-3,9.3,0.131,40.54,10.9405,100.9006,,
2025-03-26 09:05:00 GMT-3,9.4,0.1318,40.54,10.98926,100.931,,
2025-03-26 09:10:00 GMT-3,9.4,0.13119999999999998,40.56,10.979800000000001,101.0144,,
2025-03-26 09:15:00 GMT-3,9.4,0.13219999999999998,40.519999999999996,11.0139,100.2436,,
2025-03-26 09:20:00 GMT-3,9.4,0.1318,40.56,11.0145,99.971,,
2025-03-26 09:25:00 GMT-3,9.4,0.13219999999999998,40.519999999999996,10.99144,101.0626,,
2025-03-26 09:30:00 GMT-3,9.379999999999999,0.13119999999999998,40.44,10.93098,101.7275,,
2025-03-26 09:35:00 GMT-3,9.3,0.1308,40.42,10.93102,101.9378,,
2025-03-26 09:40:00 GMT-3,9.3,0.13119999999999998,40.339999999999996,10.94426,101.9494,,
2025-03-26 09:45:00 GMT-3,9.3,0.131,40.38,10.95236,101.8104,,
2025-03-26 09:50:00 GMT-3,9.4,0.13119999999999998,40.36,10.954640000000001,101.6938,,
2025-03-26 09:55:00 GMT-3,9.08,0.133,40.18,10.84796,102.0796,,
2025-03-26 10:00:00 GMT-3,9.02,0.1358,39.9,10.77482,102.3672,,
2025-03-26 10:05:00 GMT-3,9.24,0.1356,39.92,10.99592,102.4428,,
2025-03-26 10:10:00 GMT-3,9.3,0.1336,40.239999999999995,10.9697,102.5472,,
2025-03-26 10:15:00 GMT-3,9.3,0.133,40.28,10.94986,102.8858,,
2025-03-26 10:20:00 GMT-3,9.3,0.13319999999999999,40.32,10.9291,102.92075,,
2025-03-26 10:25:00 GMT-3,9.3,0.1338,40.28,10.94956,102.8618,,
2025-03-26 10:30:00 GMT-3,9.3,0.134,40.3,10.97202,103.048,,
2025-03-26 10:35:00 GMT-3,9.3,0.1338,40.36,10.99032,103.0082,,
2025-03-26 10:40:00 GMT-3,9.4,0.1336,40.38,11.01592,102.8742,,
2025-03-26 10:45:00 GMT-3,9.4,0.134,40.5,11.0137,103.1722,,
2025-03-26 10:50:00 GMT-3,9.4,0.13319999999999999,40.46,11.00468,103.668,,
2025-03-26 10:55:00 GMT-3,9.4,0.133,40.46,10.99542,102.88,,
2025-03-26 11:00:00 GMT-3,9.34,0.133,40.38,10.97372,100.4988,,
2025-03-26 11:05:00 GMT-3,9.3,0.1328,40.36,10.9717,101.0602,,
2025-03-26 11:10:00 GMT-3,9.3,0.133,40.4,10.96402,101.9804,,
2025-03-26 11:15:00 GMT-3,9.3,0.133,40.32,10.957080000000001,102.4266,,
2025-03-26 11:20:00 GMT-3,9.3,0.1328,40.339999999999996,10.93848,102.8308,,
2025-03-26 11:25:00 GMT-3,9.3,0.133,40.22,10.94182,103.731,,
2025-03-26 11:30:00 GMT-3,9.3,0.133,40.160000000000004,10.9413,104.4042,,
2025-03-26 11:35:00 GMT-3,9.3,0.133,40.160000000000004,10.934520000000001,104.9,,
2025-03-26 11:40:00 GMT-3,9.3,0.1328,40.12,10.93778,104.7694,,
2025-03-26 11:45:00 GMT-3,9.3,0.133,40.12,10.93294,104.7536,,
2025-03-26 11:50:00 GMT-3,9.3,0.1326,40.160000000000004,10.941500000000001,105.9486,,
2025-03-26 11:55:00 GMT-3,9.3,0.13240000000000002,40.22,10.93482,106.3632,,
2025-03-26 12:00:00 GMT-3,9.3,0.13240000000000002,40.28,10.95222,106.6138,,
2025-03-26 12:05:00 GMT-3,9.3,0.1328,40.28,10.95604,106.9624,,
2025-03-26 12:10:00 GMT-3,9.3,0.132,40.260000000000005,10.95662,107.8974,,
2025-03-26 12:15:00 GMT-3,9.3,0.1326,40.32,10.96988,108.269,,
2025-03-26 12:20:00 GMT-3,9.3,0.13219999999999998,40.32,10.967839999999999,108.6972,,
2025-03-26 12:25:00 GMT-3,9.3,0.132,40.28,10.9364,108.9816,,
2025-03-26 12:30:00 GMT-3,9.3,0.1316,40.260000000000005,10.92538,109.2278,,
2025-03-26 12:35:00 GMT-3,9.3,0.131,40.260000000000005,10.92258,109.1136,,
2025-03-26 12:40:00 GMT-3,9.3,0.131,40.18,10.92116,107.6908,,
2025-03-26 12:45:00 GMT-3,9.3,0.1316,40.160000000000004,10.91976,106.029,,
2025-03-26 12:50:00 GMT-3,9.3,0.132,40.12,10.927620000000001,106.08725,,
2025-03-26 12:55:00 GMT-3,9.3,0.13225,40.1,10.93052,104.221,,
2025-03-26 13:00:00 GMT-3,9.3,0.1328,40.06,10.93726,104.6048,,
2025-03-26 13:05:00 GMT-3,9.3,0.133,40.0,10.938979999999999,105.05,,
2025-03-26 13:10:00 GMT-3,9.2,0.133,40.019999999999996,10.89624,105.5816,,
2025-03-26 13:15:00 GMT-3,9.2,0.1328,40.0,10.89218,106.0308,,
2025-03-26 13:20:00 GMT-3,9.2,0.132,40.0,10.893139999999999,106.47433333333333,,
2025-03-26 13:25:00 GMT-3,9.0,0.1316,39.92,10.75948,106.90625,,
2025-03-26 13:30:00 GMT-3,8.74,0.1358,39.519999999999996,10.66164,108.2334,,
2025-03-26 13:35:00 GMT-3,8.7,0.139,39.36,10.70096,109.0804,,
2025-03-26 13:40:00 GMT-3,8.7,0.1398,39.38,10.69406,109.9748,,
2025-03-26 13:45:00 GMT-3,8.7,0.1384,39.4,10.67432,110.2618,,
2025-03-26 13:50:00 GMT-3,8.959999999999999,0.132,39.64,10.67438,111.008,,
2025-03-26 13:55:00 GMT-3,9.0,0.12940000000000002,39.88,10.64524,112.7034,,
2025-03-26 14:00:00 GMT-3,9.0,0.1296,39.94,10.679559999999999,114.583,,
2025-03-26 14:05:00 GMT-3,9.0,0.129,39.980000000000004,10.697379999999999,115.1322,,
2025-03-26 14:10:00 GMT-3,9.02,0.129,40.019999999999996,10.71224,115.1462,,
2025-03-26 14:15:00 GMT-3,9.1,0.131,40.06,10.78608,115.4002,,
2025-03-26 14:20:00 GMT-3,9.08,0.1316,40.12,10.82092,115.8402,,
2025-03-26 14:25:00 GMT-3,8.76,0.13040000000000002,39.96,10.55346,115.8386,,
2025-03-26 14:30:00 GMT-3,8.76,0.1362,39.56,10.61216,116.51975,,
2025-03-26 14:35:00 GMT-3,9.040000000000001,0.1364,39.64,10.819939999999999,116.329,,
2025-03-26 14:40:00 GMT-3,9.14,0.13419999999999999,39.88,10.8899,116.3096,,
2025-03-26 14:45:00 GMT-3,9.2,0.1336,40.06,10.90634,116.9486,,
2025-03-26 14:50:00 GMT-3,9.2,0.134,40.18,10.91862,117.5082,,
2025-03-26 14:55:00 GMT-3,9.2,0.1338,40.2,10.93686,117.7784,,
2025-03-26 15:00:00 GMT-3,9.2,0.1338,40.3,10.9294,117.882,,
2025-03-26 15:05:00 GMT-3,9.2,0.13319999999999999,40.28,10.92202,118.2326,,
2025-03-26 15:10:00 GMT-3,9.22,0.13340000000000002,40.22,10.916540000000001,118.6632,,
2025-03-26 15:15:00 GMT-3,9.28,0.13319999999999999,40.22,10.93004,119.1674,,
2025-03-26 15:20:00 GMT-3,9.2,0.133,40.22,10.93168,119.0492,,
2025-03-26 15:25:00 GMT-3,9.2,0.133,40.18,10.93104,119.5976,,
2025-03-26 15:30:00 GMT-3,9.2,0.1328,40.14,10.9252,119.903,,
2025-03-26 15:35:00 GMT-3,9.2,0.1326,40.18,10.8931,120.3718,,
2025-03-26 15:40:00 GMT-3,9.2,0.13240000000000002,40.12,10.88192,120.4862,,
2025-03-26 15:45:00 GMT-3,9.2,0.132,40.2,10.89118,121.2666,,
2025-03-26 15:50:00 GMT-3,9.2,0.13219999999999998,40.160000000000004,10.88434,121.874,,
2025-03-26 15:55:00 GMT-3,9.2,0.132,40.12,10.87848,121.3446,,
2025-03-26 16:00:00 GMT-3,9.2,0.132,40.08,10.87954,121.2986,,
2025-03-26 16:05:00 GMT-3,9.2,0.132,40.08,10.89976,122.4126,,
2025-03-26 16:10:00 GMT-3,9.2,0.1328,40.06,10.89492,122.962,,
2025-03-26 16:15:00 GMT-3,9.2,0.1328,40.04,10.881499999999999,123.1242,,
2025-03-26 16:20:00 GMT-3,9.2,0.13240000000000002,40.0,10.86936,123.30825,,
2025-03-26 16:25:00 GMT-3,9.2,0.132,40.019999999999996,10.853539999999999,123.4806,,
2025-03-26 16:30:00 GMT-3,9.1,0.132,39.980000000000004,10.84448,110.3474,,
2025-03-26 16:35:00 GMT-3,9.1,0.13140000000000002,40.0,10.828700000000001,97.859,,
2025-03-26 16:40:00 GMT-3,9.1,0.1274,39.96,10.73678,97.67025,,
2025-03-26 16:45:00 GMT-3,9.1,0.1256,39.9,10.68966,97.4694,,
2025-03-26 16:50:00 GMT-3,9.1,0.1242,39.88,10.66318,97.62175,,
2025-03-26 16:55:00 GMT-3,9.1,0.124,39.88,10.6481,95.9185,,
2025-03-26 17:00:00 GMT-3,8.98,0.1268,39.82,8.5151,95.5472,,
2025-03-26 17:05:00 GMT-3,4.9,0.147,38.68,0.0,96.0142,,
2025-03-26 17:10:00 GMT-3,3.34,0.15080000000000002,36.94,0.0,96.1956,,
2025-03-26 17:15:00 GMT-3,2.4,0.1546,35.260000000000005,0.0,96.26775,,
2025-03-26 17:20:00 GMT-3,1.98,0.15819999999999998,33.94,0.0,96.5934,,
2025-03-26 17:25:00 GMT-3,1.7399999999999998,0.16140000000000002,32.8,0.0,97.09,,
2025-03-26 17:30:00 GMT-3,1.7,0.16419999999999998,31.919999999999998,0.0,97.4386,,
2025-03-26 17:35:00 GMT-3,1.7,0.1668,31.02,0.0,96.389,,
2025-03-26 17:40:00 GMT-3,1.8,0.1692,30.28,0.0,95.529,,
2025-03-26 17:45:00 GMT-3,1.8,0.1718,29.639999999999997,0.0,96.7316,,
2025-03-26 17:50:00 GMT-3,1.8,0.1742,29.080000000000002,0.0,96.68325,,
2025-03-26 17:55:00 GMT-3,1.8,0.1762,28.52,0.0,97.2432,,
2025-03-26 18:00:00 GMT-3,1.8399999999999999,0.1784,28.0,0.0,97.5085,,
2025-03-26 18:05:00 GMT-3,1.9,0.18080000000000002,27.5,0.0,98.27175,,
2025-03-26 18:10:00 GMT-3,1.9,0.18280000000000002,27.080000000000002,0.0,98.998,,
2025-03-26 18:15:00 GMT-3,1.9,0.18480000000000002,26.639999999999997,0.0,99.772,,
2025-03-26 18:20:00 GMT-3,1.9,0.187,26.22,0.0,100.7586,,
2025-03-26 18:25:00 GMT-3,1.9600000000000002,0.18880000000000002,25.82,0.0,102.1036,,
2025-03-26 18:30:00 GMT-3,2.0,0.191,25.419999999999998,0.0,102.2832,,
2025-03-26 18:35:00 GMT-3,2.0,0.1928,24.96,0.0,102.2356,,
2025-03-26 18:40:00 GMT-3,2.0,0.1948,24.619999999999997,0.0,102.2724,,
2025-03-26 18:45:00 GMT-3,2.0,0.19640000000000002,24.3,0.0,102.2732,,
2025-03-26 18:50:00 GMT-3,2.04,0.1984,23.94,0.0,102.6778,,
2025-03-26 18:55:00 GMT-3,2.1,0.2002,23.68,0.0,102.5724,,
2025-03-26 19:00:00 GMT-3,2.1,0.202,23.4,0.0,102.45675,,
2025-03-26 19:05:00 GMT-3,2.1,0.2036,23.080000000000002,0.0,102.3642,,
2025-03-26 19:10:00 GMT-3,2.1,0.2056,22.8,0.0,102.306,,
2025-03-26 19:15:00 GMT-3,2.1,0.2074,22.5,0.0,102.107,,
2025-03-26 19:20:00 GMT-3,2.18,0.209,22.28,0.0,102.46975,,
2025-03-26 19:25:00 GMT-3,2.2,0.21059999999999998,22.04,0.0,102.7226,,
2025-03-26 19:30:00 GMT-3,2.2,0.21259999999999998,21.82,0.0,102.8272,,
2025-03-26 19:35:00 GMT-3,2.2,0.2142,21.580000000000002,0.0,102.9615,,
2025-03-26 19:40:00 GMT-3,2.2,0.21580000000000002,21.380000000000003,0.0,101.1954,,
2025-03-26 19:45:00 GMT-3,2.2,0.2174,21.18,0.0,97.7695,,
2025-03-26 19:50:00 GMT-3,2.3,0.21919999999999998,20.98,0.0,97.41,,
2025-03-26 19:55:00 GMT-3,2.3,0.22080000000000002,20.78,0.0,97.1342,,
2025-03-26 20:00:00 GMT-3,2.3,0.22240000000000001,20.6,0.0,77.4656,,
2025-03-26 20:05:00 GMT-3,2.3,0.224,20.419999999999998,0.0,0.0,,
2025-03-26 20:10:00 GMT-3,2.3,0.2256,20.259999999999998,0.0,0.0,,
2025-03-26 20:15:00 GMT-3,2.3,0.22740000000000002,20.080000000000002,0.0,0.0,,
2025-03-26 20:20:00 GMT-3,2.38,0.229,19.919999999999998,0.0,0.0,,
2025-03-26 20:25:00 GMT-3,2.4,0.2306,19.740000000000002,0.0,0.0,,
2025-03-26 20:30:00 GMT-3,2.4,0.2322,19.580000000000002,0.0,0.0,,
2025-03-26 20:35:00 GMT-3,2.4,0.2336,19.44,0.0,0.0,,
2025-03-26 20:40:00 GMT-3,2.4,0.2354,19.3,0.0,0.0,,
2025-03-26 20:45:00 GMT-3,2.4,0.2368,19.18,0.0,0.0,,
2025-03-26 20:50:00 GMT-3,2.46,0.2384,19.080000000000002,0.0,0.0,,
2025-03-26 20:55:00 GMT-3,2.5,0.2398,18.96,0.0,0.0,,
2025-03-26 21:00:00 GMT-3,2.5,0.2414,18.82,0.0,0.0,,
2025-03-26 21:05:00 GMT-3,2.4,0.2328,18.66,0.0,0.0,,
2025-03-26 21:10:00 GMT-3,3.28,0.19080000000000003,23.2,3.0064,0.0,,
2025-03-26 21:15:00 GMT-3,4.3,0.1722,27.880000000000003,3.6726199999999998,0.0,,
2025-03-26 21:20:00 GMT-3,9.34,0.1468,35.260000000000005,10.8787,0.0,,
2025-03-26 21:25:00 GMT-3,9.72,0.13319999999999999,39.12,11.1579,0.0,,
2025-03-26 21:30:00 GMT-3,9.8,0.1192,39.58,10.98228,0.0,,
2025-03-26 21:35:00 GMT-3,9.8,0.1114,39.8,10.82516,0.0,,
2025-03-26 21:40:00 GMT-3,9.42,0.121,39.519999999999996,10.76768,0.0,,
2025-03-26 21:45:00 GMT-3,9.28,0.1358,39.18,10.9786,0.0,,
2025-03-26 21:50:00 GMT-3,9.2,0.141,39.019999999999996,11.08886,0.0,,
2025-03-26 21:55:00 GMT-3,9.2,0.14,39.019999999999996,11.05096,0.0,,
2025-03-26 22:00:00 GMT-3,9.2,0.1372,39.04,10.973220000000001,0.0,,
2025-03-26 22:05:00 GMT-3,9.2,0.13419999999999999,39.12,10.90192,0.0,,
2025-03-26 22:10:00 GMT-3,9.2,0.134,39.160000000000004,10.86622,0.0,,
2025-03-26 22:15:00 GMT-3,9.2,0.1346,39.18,10.893139999999999,0.0,,
2025-03-26 22:20:00 GMT-3,9.2,0.136,39.239999999999995,10.94102,0.0,,
2025-03-26 22:25:00 GMT-3,9.2,0.1362,39.22,10.9672,0.0,,
2025-03-26 22:30:00 GMT-3,9.2,0.1372,39.2,10.99082,0.0,,
2025-03-26 22:35:00 GMT-3,9.2,0.1376,39.260000000000005,11.00286,0.0,,
2025-03-26 22:40:00 GMT-3,9.2,0.137,39.3,10.997440000000001,0.0,,
2025-03-26 22:45:00 GMT-3,9.2,0.1362,39.3,10.960420000000001,0.0,,
2025-03-26 22:50:00 GMT-3,9.059999999999999,0.1366,39.08,10.8903,0.0,,
2025-03-26 22:55:00 GMT-3,8.9,0.141,38.839999999999996,10.85514,0.0,,
2025-03-26 23:00:00 GMT-3,9.0,0.1446,38.78,10.99478,0.0,,
2025-03-26 23:05:00 GMT-3,9.1,0.1396,39.08,10.96606,0.0,,
2025-03-26 23:10:00 GMT-3,9.1,0.1376,39.260000000000005,10.91202,0.0,,
2025-03-26 23:15:00 GMT-3,9.1,0.1364,39.3,10.8619,0.0,,
2025-03-26 23:20:00 GMT-3,9.1,0.1356,39.260000000000005,10.852039999999999,0.0,,
2025-03-26 23:25:00 GMT-3,9.02,0.1352,39.260000000000005,10.82378,0.0,,
2025-03-26 23:30:00 GMT-3,9.0,0.1348,39.2,10.81486,0.0,,
2025-03-26 23:35:00 GMT-3,9.0,0.135,39.06,10.7975,0.0,,
2025-03-26 23:40:00 GMT-3,9.0,0.135,39.04,10.811960000000001,0.0,,
2025-03-26 23:45:00 GMT-3,9.0,0.135,39.019999999999996,10.79522,0.0,,
2025-03-26 23:50:00 GMT-3,9.0,0.13440000000000002,39.0,10.77,0.0,,
2025-03-26 23:55:00 GMT-3,8.8,0.13340000000000002,38.86,10.658240000000001,0.0,,
2025-03-27 00:00:00 GMT-3,8.540000000000001,0.1366,38.62,10.546240000000001,65.1676,,
2025-03-27 00:05:00 GMT-3,8.5,0.14,38.56,10.5856,94.6812,,
2025-03-27 00:10:00 GMT-3,8.459999999999999,0.1404,38.62,10.559059999999999,93.4736,,
2025-03-27 00:15:00 GMT-3,8.459999999999999,0.1392,38.660000000000004,10.538079999999999,92.65625,,
2025-03-27 00:20:00 GMT-3,8.68,0.13440000000000002,38.9,10.56934,92.3854,,
2025-03-27 00:25:00 GMT-3,8.76,0.1306,39.260000000000005,10.560880000000001,93.0262,,
2025-03-27 00:30:00 GMT-3,8.8,0.12940000000000002,39.44,10.56246,94.02,,
2025-03-27 00:35:00 GMT-3,8.8,0.128,39.46,10.54576,94.6254,,
2025-03-27 00:40:00 GMT-3,8.8,0.129,39.519999999999996,10.58484,94.8182,,
2025-03-27 00:45:00 GMT-3,8.82,0.13140000000000002,39.46,10.639,94.7908,,
2025-03-27 00:50:00 GMT-3,8.9,0.13240000000000002,39.42,10.684000000000001,94.5718,,
2025-03-27 00:55:00 GMT-3,8.9,0.13340000000000002,39.480000000000004,10.727,94.2752,,
2025-03-27 01:00:00 GMT-3,8.9,0.1352,39.5,10.7673,94.16875,,
2025-03-27 01:05:00 GMT-3,8.9,0.13419999999999999,39.56,10.76086,94.26875,,
